id,car_variant,year_of_vehicle_manufacture,month_of_vehicle_manufacture,odometer_reading,odometer_reading_present,vehicle_fuel_type,registered_color,vehicle_make,vehicle_model,accidental_vehicle,city,car_valuation
709,XCENT VTVT SX,2018,7,,0,Petrol,,Hyundai,XCENT VTVT SX,,Hyderabad,465505.0
447,VDi,2019,10,70528.0,1,Diesel,,Maruti,Vitara Brezza,,Faridabad,800000.0
145,S6 Plus 7 Seater,2016,10,,0,Diesel,,Mahindra,Scorpio,,NORTH EAST DELHI,624232.0
668,INNOVA CRYSTA 2.4 G 8S,2019,1,,0,Diesel,,TOYOTA KIRLOSKAR MOTORS LTD,INNOVA CRYSTA 2.4 G 8S,,Mahabubnagar,1617660.0
245,LXI,2019,12,29357.0,1,Petrol,,Maruti,ALTO,,Udaipur,400000.0
164,I 20 ACTIVE CRDI SX,2016,6,,0,Diesel,,Hyundai,I 20 ACTIVE CRDI SX,,Hanamkonda,838491.0
488,RXT,2019,2,15916.0,1,Petrol + CNG,,Renault,KWID,,Delhi,412200.0
645,RXT,2019,7,22431.0,1,Petrol,,Renault,Triber,,Nagpur,592951.0
15,7 Seater STD,2018,11,19605.0,1,Petrol,,Maruti,Eeco,,Pune,434011.0
610,RXT BSIV,2016,5,,0,Petrol,,RENAULT,KWID,,Thiruvallur,342655.0
46,1.5 V AT,2017,2,59606.0,1,Petrol,,Honda,City,,Pune,611492.0
282,HTK Plus G,2020,7,63271.0,1,Diesel,,Kia,Seltos,,Palwal,1254790.0
704,85PS Diesel STD,2013,8,61846.0,1,Petrol,,Renault,Duster,,Thane,526650.0
251,VDI BSIV,2013,7,,0,Diesel,,MARUTI SUZUKI INDIA LTD,ERTIGA,,Tiruvannamalai,546133.0
523,SHVS VDI,2017,2,61014.0,1,Diesel,,Maruti,Ertiga,,Junagadh,790425.0
83,Sportz 1.4 CRDi,2018,8,136674.0,1,Diesel,,Hyundai,Elite i20,,Ghaziabad,642796.0
539,GO T,2014,4,,0,Petrol,,Nissan,DATSUN,,Kalawad,308316.0
470,V W POLO 1 2 MPI HIGHLINE,2017,10,22274.0,1,Petrol,,Volkswagen,Polo GT,,Coimbatore,735071.0
506,1.5 Diesel Titanium,2014,12,75768.0,1,Diesel,,Ford,EcoSport,,Hosur,641768.0
152,W8 Option,2019,7,71367.0,1,Diesel,,Mahindra,XUV300,,Jamnagar,1222300.0
465,GL F/L,2014,4,,0,Petrol,,Hyundai,Santro,,ghaziabad,205543.0
654,LX D AT 4WD 4S,2022,9,7195.0,1,Diesel,,Mahindra,Thar,,Rajsamand,1541900.0
20,Alpha,2018,4,44044.0,1,Petrol,,Maruti,Baleno,,Gurgaon,686000.0
663,XZ,2020,10,17215.0,1,Petrol,,Tata,Altroz,,Ghaziabad,761196.0
212,2.0 TDI,2013,10,157161.0,1,Diesel,,Audi,Q5,,Chennai,2007664.0
761,Diesel XE,2014,1,79613.0,1,Diesel,,Nissan,Micra,,Agra,377200.0
401,Delta,2021,12,28598.0,1,Petrol,,Maruti,Baleno,,Gautam Buddha Nagar,676649.0
256,Titanium,2016,7,,0,Diesel,,Ford,Ecosport,,Bangalore,841930.0
606,1.2 KAPPA MT S,2022,3,28593.0,1,Petrol,,Hyundai,Venue,,Mudigere,900900.0
711,VXI 1.2 BS IV,2017,2,,0,Petrol + CNG,,Maruti,Dzire 2017-2020,,Hapur,469595.0
316,Vxi,2015,7,92050.0,1,Petrol,,Maruti,Swift,,Jaipur,414880.0
103,Vxi,2020,12,23739.0,1,Petrol,,Maruti,Vitara Brezza,,Bangalore,889600.0
350,Vxi,2022,11,16245.0,1,Petrol,,Maruti,Swift,,Ghaziabad,698600.0
522,Asta Turbo DCT,2021,8,24622.0,1,Petrol,,Hyundai,i20,,Pune,1106223.0
18,VDI,2013,9,,0,Diesel,,Maruti,Swift,,Puducherry,410921.0
235,RxL,2021,3,26970.0,1,Petrol,,Renault,Triber,,Junagadh,673200.0
386,1.2 Revotron XZ Plus,2020,8,92300.0,1,Petrol,,Tata,Tiago,,Faridabad,443578.0
502,1.5 V MT O,2014,7,,0,Diesel,,HONDA CARS INDIA LTD,MOBILIO,,Mysuru,449417.0
730,T8,2016,1,38572.0,1,Diesel,,Mahindra,TUV 300,,Morbi,672883.0
686,E PETROL,2015,5,,0,Petrol,,Honda,Jazz,,TIRUVALLUR,476936.0
57,MAHINDRA BOLERO ZLX,2015,2,,0,Diesel,,Mahindra and Mahindra limited,MAHINDRA BOLERO ZLX,,Coimbatore,624173.0
28,Alpha,2017,8,63562.0,1,Petrol,,Maruti,Ciaz,,Gurgaon,751100.0
520,vxi,2020,2,29105.0,1,Petrol,,Maruti,WAGON R,,Cuddalore,503100.0
402,1.5 V MT,2014,4,118484.0,1,Petrol,,Honda,City,,Cuddalore,567600.0
581,Zxi Optional,2019,4,33252.0,1,Petrol,,Maruti,CELERIO,,Pudicherry,448700.0
33,1.0 TSI Highline Plus,2021,3,16534.0,1,Petrol,,Volkswagen,Polo,,Coimbatore,908596.0
124,ZXi,2021,7,39801.0,1,Petrol,,Maruti,Swift,,Pune,733812.0
625,Magna,2019,1,55483.0,1,Petrol,,Hyundai,Grand i10,,Ghaziabad,503656.0
701,1.2 mt crdi sx o,2020,2,,0,Diesel,,Hyundai,aura,,Kurnool,871325.0
322,1.2 CRDi Asta,2015,3,83548.0,1,Petrol,,Hyundai,Grand i10,,Kancheepuram,458800.0
312,EECO  5 STR,2019,5,,0,Petrol,,MARUTI SUZUKI INDIA LTD,EECO  5 STR,,Kalyan,439897.0
448,AMBITION 81 KW TDI CR,2017,11,84023.0,1,Diesel,,Skoda,Rapid,,Ghaziabad,473690.0
510,1.2 CRDi Sportz,2018,11,20947.0,1,Petrol,,Hyundai,Grand i10,,Puducherry,540001.0
40,1.5 CRDI MT EX,2021,1,73952.0,1,Diesel,,Hyundai,Creta,,Gonda,1256700.0
374,S6,2015,3,69575.0,1,Diesel,,Mahindra,Scorpio,,Ghaziabad,540317.0
43,ZXI,2014,2,,0,Petrol,,Maruti,Ertiga 2012-2015,,Bangalore,658200.0
274,ZLX,2017,8,76421.0,1,Diesel,,Mahindra,Bolero Power Plus,,Ludhiana,648600.0
533,CNG LXI,2019,5,57171.0,1,Petrol + CNG,,Maruti,Wagon R,,Delhi,461792.0
286,ALPHA PETROL,2019,6,,0,Petrol,,Maruti,Baleno,,Bangalore,794372.0
478,ETIOS,2017,7,,0,Diesel,,TOYOTA,ETIOS,,Kurnool,662437.0
214,ZDI,2019,5,67027.0,1,Diesel,,Maruti,SWIFT,,Pune,737767.0
307,CNG LXI Opt,2021,1,47458.0,1,Petrol + CNG,,Maruti,Wagon R,,Delhi,536332.0
467,PRIME T CRDI BSIV,2018,2,,0,Diesel,,HYUNDAI,GRAND I10,,Chennai,463593.0
491,1.4 CRDi S,2018,5,94582.0,1,Diesel,,Hyundai,CRETA,,Udaipur,876300.0
255,G MT,2021,11,13732.0,1,Petrol,,Toyota,Glanza,,Nagpur,830817.0
198,INNOVA CRYSTA 2.4 Z7 SEATER,2017,8,,0,Diesel,,TOYOTA ETIOS,INNOVA CRYSTA 2.4 Z7 SEATER,,Hyderabad,1809893.0
127,RXT,2018,7,91106.0,1,Petrol,,Renault,KWID,,Mangalore,399431.0
182,Xuv 500 F WD W8,2014,7,,0,Diesel,,Mahindra,Mahindra Xuv 500 F WD W8,,Villupuram,749662.0
702,W8 AWD,2013,5,,0,Diesel,,Mahindra,XUV500 2011-2015,,Rajkot,663861.0
323,Ciaz Hybrid,2017,11,85381.0,1,Diesel,,Maruti,Ciaz Hybrid,,Pune,603311.0
294,Sportz,2017,6,112477.0,1,Petrol,,Hyundai,i20,,Rajsamand,583552.0
4,VTVT sx,2014,11,,0,Petrol,,Hyundai,Xcent 2014-2016,,Banglalore,337932.0
652,BALENO DELTA,2018,1,,0,Diesel,,Maruti,BALENO DELTA,,Hyderabad,671850.0
472,Titanium,2020,10,,0,Petrol,,Ford,EcoSport,,GURGAON,732999.0
723,VVT ZXI,2014,2,84708.0,1,Petrol,,Maruti,SWIFT,,Davangere,473500.0
548,1.6 CRDi SX,2020,3,36802.0,1,Diesel,,Hyundai,Verna,,Ludhiana,1279014.0
382,5 Seater AC,2018,12,63354.0,1,Petrol + CNG,,Maruti,Eeco,,Pune,462000.0
52,i VTEC VX,2015,4,97648.0,1,Petrol,,Honda,City,,Udaipur,488454.0
24,LXi,2023,1,3394.0,1,Petrol,,Maruti,Alto,,Noida,425810.0
475,VDi,2016,8,181502.0,1,Diesel,,Maruti,Vitara Brezza,,Mumbai,619203.0
636,RXI 1 0 SC C OPTION,2018,2,,0,Petrol,,RENAULT,KWID,,Tiruvallur,407596.0
269,GREEN VXI,2017,7,,0,Petrol,,MARUTI,ERTIGA,,Palghar,668336.0
295,RS,2017,4,66464.0,1,Petrol,,Maruti,Baleno,,Chengalpattu,665700.0
113,LXi,2019,2,29547.0,1,Petrol,,Maruti,ALTO 800,,Udaipur,322300.0
123,SX,2020,9,77473.0,1,Diesel,,Hyundai,CRETA,,Hyderabad,1788000.0
240,ZXi,2021,2,44548.0,1,Petrol,,Maruti,Celerio,,Kolhapur,558700.0
257,Vxi,2015,3,48008.0,1,Petrol,,Maruti,Swift Dzire,,Delhi,473300.0
133,320d GT Luxury Line,2015,4,,0,Diesel,,BMW,3 Series 2015-2019,,Bangalore,2439125.0
89,1.5 S MT,2017,4,64657.0,1,Petrol,,Honda,City,,Faridabad,1006617.0
51,DCI XV BSIV,2012,6,,0,Diesel,,NISSAN,SUNNY,,Chennai,463952.0
594,BALENO ZETA,2018,2,,0,Petrol,,Maruti,BALENO ZETA,,Hyderabad,680892.0
260,ZLX,2018,1,63642.0,1,Diesel,,Mahindra,Bolero Power Plus,,Rajsamand,707900.0
335,Sigma,2020,3,42993.0,1,Petrol,,Maruti,Baleno,,Ghaziabad,591392.0
338,2.2 Litre Luxury,2013,8,47556.0,1,Diesel,,Jaguar,XF,,Chennai,2075400.0
371,INNOVA,2015,8,89914.0,1,Diesel,,TOYOTA,INNOVA,,Thane,1100000.0
92,1.4 EXI,2012,3,,0,Diesel,,FORD,FIGO,,Tiruvallur,258832.0
641,VXI AMT,2016,3,84960.0,1,Petrol,,Maruti,Wagon R,,West Delhi,330431.0
72,RxL,2019,11,38238.0,1,Petrol,,Renault,Triber,,Salem,682700.0
351,G80 K6 Plus 5Str,2017,2,,0,Petrol,,Mahindra,KUV 100,,KANCHIPURAM,277549.0
395,DELTA BSIV,2016,8,,0,Diesel,,MARUTI SUZUKI INDIA LTD,S CROSS,,Chennai,637381.0
308,RXT BSIV,2021,10,10850.0,1,Petrol,,Renault,KWID,,Jaipur,480000.0
744,Vdi BSIV,2016,10,25837.0,1,Diesel,,Maruti,Swift Dzire,,Kolhapur,564000.0
150,Vxi,2015,5,78383.0,1,Petrol + CNG,,Maruti,Alto K10,,Faridabad,251593.0
26,1.4 CRDI MT S,2019,11,48748.0,1,Diesel,,Hyundai,Venue,,Amravati,814718.0
74,AMT ZDI,2018,4,100664.0,1,Diesel,,Maruti,SWIFT,,Jamnagar,726600.0
658,vxi,2013,2,,0,Petrol,,hyundai,I10,,Noida,250000.0
431,B200 CDI,2014,2,87032.0,1,Diesel,,Mercedes-Benz,B Class,,Chennai,1107900.0
649,N6,2016,4,50913.0,1,Diesel,,Mahindra,NuvoSport,,South Delhi,355363.0
685,XMA,2017,11,131290.0,1,Diesel,,Tata,Hexa,,Lucknow,946342.0
376,Vxi,2020,10,48544.0,1,Petrol,,Maruti,S-Presso,,Udaipur,506000.0
110,VXI BS IV,2015,4,,0,Petrol,,Maruti,Wagon R,,Bangalore,405266.0
777,LXi,2019,5,68905.0,1,Petrol,,Maruti,Swift,,Ghaziabad,473019.0
726,LXi,2020,8,55091.0,1,Petrol,,Maruti,Swift,,Faridabad,574200.0
353,W8,2022,5,34029.0,1,Diesel,,Mahindra,XUV300,,Ahmedabad,1276320.0
587,Zeta,2019,5,46610.0,1,Petrol,,Maruti,Baleno,,Krishnagiri,630863.0
563,1.2 Kappa Asta,2016,5,65713.0,1,Petrol + CNG,,HYUNDAI,Grand i10,,Delhi,484703.0
631,2.0 TDI,2013,12,,0,Diesel,,Audi,A6 2011-2015,,Bangalore,1952066.0
266,VXI Opt,2018,9,62261.0,1,Petrol,,Maruti,WAGON R,,Chennai,499500.0
358,V W POLO 1 0L MPI,2019,8,,0,Petrol,,Volkswagen,V W POLO 1 0L MPI,,Hyderabad,705434.0
646,S,2022,10,30691.0,1,Petrol,,Hyundai,Venue,,Udaipur,903200.0
565,Asta Opt,2018,5,35748.0,1,Petrol,,Hyundai,i20,,Mangaluru,660789.0
289,RxL,2021,2,33395.0,1,Petrol,,Renault,Triber,,Pune,616665.0
153,FORD FIGO ASPIRE 1 5D TIT,2017,10,,0,Diesel,,FORD INDIA P LTD,FORD FIGO ASPIRE 1 5D TIT,,Coimbatore,610473.0
396,1.5 E MT,2015,7,49394.0,1,Petrol,,Honda,City,,Delhi,628097.0
125,3.0 Diesel,2014,1,89380.0,1,Diesel,,Toyota,Fortuner,,Ludhiana,1577825.0
195,RXL AWD,2014,1,30201.0,1,Petrol,,Renault,Duster,,Navi Mumbai,507000.0
193,SMARTI HYBRID ZETA,2019,11,,0,Petrol,,Maruti,XL6,,Rajkot,873918.0
270,RXE,2022,6,2720.0,1,Petrol,,Renault,Kiger,,Delhi,636600.0
62,D75 K6 Plus,2016,10,75000.0,1,Petrol,,Mahindra,KUV 100,,Lucknow,343303.0
404,HONDA BRIO 1 2 VXAT,2014,3,,0,Petrol,,HONDA CARS LTD,HONDA BRIO 1 2 VXAT,,Coimbatore,395943.0
762,ASPIRE 1.5TDCI,2015,7,,0,Diesel,,Ford,FIGO,,Faridabad,268080.0
330,5 Seater AC,2020,1,39175.0,1,Petrol + CNG,,Maruti,Eeco,,Thane,538000.0
425,1.0 Ecoboost Titanium,2013,5,65789.0,1,Petrol,,Ford,EcoSport,,Sangli,424724.0
543,VXI Optional,2019,2,35498.0,1,Petrol,,Maruti,Alto K10,,Udaipur,342894.0
71,1.6 CRDI AT SX Option,2017,10,71810.0,1,Diesel,,Hyundai,Verna,,Karnataka,917200.0
758,CNG 5 Seater AC,2018,2,74612.0,1,Petrol + CNG,,Maruti,Eeco,,Bhiwandi,453100.0
519,Sportz 1.2,2018,1,22472.0,1,Petrol,,Hyundai,i20,,Udaipur,558000.0
553,SX CRDi AT,2011,9,,0,Diesel,,Hyundai,Verna 2011-2014,,Hyderabad,525879.0
667,TOUR S STD,2021,4,88281.0,1,Petrol + CNG,,Maruti,Swift Dzire,,Pune,609081.0
233,GREEN LXI,2019,1,,0,Petrol,,MARUTI,ALTO 800,,New Delhi,350807.0
770,Vxi,2020,1,53959.0,1,Petrol,,Maruti,Swift,,Chennai,677300.0
547,Vxi,2021,10,36038.0,1,Petrol,,Maruti,Swift,,East Delhi,652756.0
184,1.6 CRDi SX,2014,10,82150.0,1,Diesel,,Hyundai,Verna,,Surat,476200.0
174,BOLERO POWER PLUS ZLX,2017,6,,0,Diesel,,Mahindra,BOLERO POWER PLUS ZLX,,Hyderabad,733137.0
550,XUV 500 FWD W8,2014,8,,0,Diesel,,Mahindra,XUV 500 FWD W8,,Hyderabad,788930.0
497,Vxi,2022,7,2191.0,1,Petrol,,Maruti,Celerio,,Salem,523921.0
360,Vxi,2020,7,55703.0,1,Petrol + CNG,,Maruti,Swift,,Faridabad,613397.0
564,85PS Diesel RxL,2015,5,,0,Diesel,,Renault,Duster 2015-2016,,Delhi,679750.0
31,ZDI Plus,2017,9,85446.0,1,Diesel,,Maruti,Ertiga,,Jangaon,840400.0
207,1.2 Revotron XZ,2019,5,34273.0,1,Petrol,,Tata,TIAGO,,Uttar Pradesh,480000.0
576,LXi,2017,2,41631.0,1,Petrol + CNG,,Maruti,WAGON R,,Faridabad,337362.0
366,LXI,2014,9,72973.0,1,Petrol,,Maruti,WAGON R,,Udaipur,400000.0
528,Era Plus,2015,1,44255.0,1,Petrol,,Hyundai,EON,,Udaipur,274242.0
114,LXI CNG,2018,3,,0,Petrol,,Maruti,Alto 800,,Rajkot,318839.0
757,RXT,2015,12,,0,Petrol,,RENAULT,KWID,,Chennai,313520.0
22,HYBRID DELTA,2017,4,123154.0,1,Diesel,,Maruti,Ciaz Hybrid,,Delhi,500878.0
737,VDi,2014,11,76348.0,1,Diesel,,Maruti,Ciaz,,Bijapur,599000.0
604,XZ,2021,6,18494.0,1,Petrol,,Tata,Altroz,,Udaipur,759772.0
508,BREZZA VDI,2018,7,,0,Diesel,,Maruti,VITARA BREZZA VDI,,Thiruvadanai Tk,818367.0
511,LXI CNG,2021,4,41145.0,1,Petrol + CNG,,Maruti,WAGON R,,Gurugram,639400.0
140,CITY 1.5 SV MT,2016,1,,0,Diesel,,Honda,CITY 1.5 SV MT,,Kodad,815455.0
232,EECO 5 SEATER WITH AC,2014,1,,0,Petrol,,Maruti,EECO 5 SEATER WITH AC,,Hyderabad,329985.0
742,2.5 Z Diesel 7 Seater BS IV,2014,3,,0,Diesel,,Toyota,Innova,,Baner,1137581.0
337,Delta,2019,3,82275.0,1,Petrol,,Maruti,Baleno,,Jaipur,670255.0
301,1.5 Diesel Titanium,2016,11,44959.0,1,Diesel,,Ford,EcoSport,,Ludhiana,608684.0
250,Eon Magna,2014,2,,0,Petrol,,Hyundai,Hyundai Eon Megna,,Tiruvallur,245282.0
325,1.2 Revotron XT,2022,3,25384.0,1,Petrol + CNG,,Tata,Tiago,,Delhi,790400.0
168,POLO 1 2 HIGHLINE,2014,10,,0,Petrol,,Volkswagen,Polo 1 2 HIGHLINE,,Coimbatore,504152.0
336,1.5 S MT,2014,3,116560.0,1,Diesel,,Honda,City,,Chennai,595684.0
30,1.1 CRDi Base,2014,4,86163.0,1,Diesel,,Hyundai,Xcent,,Bagalkot,449039.0
441,EX 2.5M,2012,10,,0,Diesel,,MAHINDRA,SCORPIO,,Kurnool,376062.0
10,VDi,2018,7,37647.0,1,Diesel,,Maruti,Dzire,,Villupuram,723300.0
714,Verna FL 1 6 crdi  s,2016,6,,0,Diesel,,Hyundai,Verna FL 1 6 crdi  s,,Reddiyarpalayam,605986.0
135,Sportz 1.2,2015,2,24047.0,1,Petrol,,Hyundai,Elite i20,,Airoli,440262.0
36,Sportz IVT,2017,2,106036.0,1,Petrol,,Hyundai,i20,,Aurangabad,548764.0
399,Asta,2014,7,,0,Petrol,,Hyundai,Grand i10 2013-2016,,MANSOORABAD,416999.0
75,LXI CNG,2019,5,48004.0,1,Petrol + CNG,,Maruti,Wagon R,,Ghaziabad,494796.0
7,VDI,2017,3,98259.0,1,Diesel,,Maruti,Swift Dzire,,Mahbubnagar,673773.0
487,T,2015,1,67116.0,1,Petrol,,Datsun,GO,,Delhi,239349.0
201,RXZ,2016,7,83869.0,1,Diesel,,Renault,Duster,,Villupuram,767300.0
486,1.5 TDI Highline,2015,7,108971.0,1,Diesel,,Volkswagen,Polo,,Hyderabad,602000.0
689,HECTOR GASOLINE 1.5 TCIC MT HYBRID SHARP,2020,5,,0,Petrol,,MG MOTOR INDIA PVT LTD,HECTOR GASOLINE 1.5 TCIC MT HYBRID SHARP,,Nizamabad,1655864.0
8,S,2021,5,38211.0,1,Petrol,,Hyundai,Creta,,Baghpat,1268966.0
608,1.5 Revotorq XMA,2018,4,127772.0,1,Diesel,,Tata,Nexon,,Faridabad,596948.0
55,E i-DTEC,2013,6,87922.0,1,Diesel,,Honda,Amaze,,Agra,340500.0
188,85PS Diesel RxZ,2018,4,80316.0,1,Diesel,,Renault,Duster,,Salem,1002500.0
469,RAPID AMBITION TDI,2012,4,,0,Diesel,,Skoda,RAPID AMBITION TDI,,Hyderabad,435088.0
592,2.5G,2013,10,118367.0,1,Diesel,,Toyota,INNOVA,,Pune,850426.0
262,INNOVA CRYSTA 2.4 V8 SEATER,2017,10,,0,Diesel,,Toyota,INNOVA CRYSTA 2.4 V8 SEATER,,Hyderabad,1795594.0
319,1.6 CRDi S Option,2015,7,59165.0,1,Diesel,,Hyundai,Verna,,Bengaluru,553326.0
173,1.5 CRDI MT E,2022,1,30860.0,1,Diesel,,Hyundai,Creta,,Rohtak,1192776.0
727,VX,2013,8,90350.0,1,Diesel,,Tata,Safari Storme,,Pune,539890.0
433,HTK Plus D,2022,9,12531.0,1,Diesel,,Kia,Seltos,,Faridabad,1489900.0
158,VXI CNG,2022,2,40700.0,1,Petrol + CNG,,Maruti,Ertiga,,Delhi,1023024.0
735,CDI,2013,12,,0,Diesel,,Mercedes-Benz,C220,,Rajkot,1535977.0
285,VXI,2014,1,,0,Petrol,,Maruti,Swift Dzire,,North East Delhi,530514.0
562,LXI CNG,2022,10,16010.0,1,Petrol + CNG,,Maruti,WAGON R,,Pune,632500.0
44,1.2 MPI Comfortline,2014,8,111421.0,1,Petrol,,Volkswagen,Polo,,Jamnagar,484740.0
421,Vxi,2020,11,108034.0,1,Petrol,,Maruti,Swift,,Rajkot,632800.0
64,M2,2018,9,65000.0,1,Diesel,,Mahindra,Marazzo,,Pune,848237.0
557,1.2 Sportz,2018,2,19353.0,1,Petrol,,Hyundai,Grand i10,,Delhi,482494.0
231,GTK,2019,8,18345.0,1,Petrol,,Kia,Seltos,,Gurgaon,1107383.0
634,CNG LXI,2020,9,71750.0,1,Petrol + CNG,,Maruti,Wagon R,,Ghaziabad,516240.0
87,VXI AT,2015,8,,0,Diesel,,Maruti,Swift Dzire,,Jaipur,640458.0
493,VX,2014,4,95769.0,1,Diesel,,Tata,Safari,,Mumbai,552832.0
450,AT W10 1.99 mHawk,2017,9,47232.0,1,Diesel,,Mahindra,XUV500,,Delhi,1281100.0
54,Delta,2022,12,1228.0,1,Petrol,,Maruti,Baleno,,Ghaziabad,742398.0
364,RXZ,2021,7,,0,Petrol,,RENAULT,TRIBER,,Jaipur,738170.0
149,LXi,2020,9,59221.0,1,Petrol + CNG,,Maruti,SWIFT,,Palwal,532200.0
5,1.2 VTVT SX,2016,8,38647.0,1,Petrol,,HYUNDAI,Xcent,,Coimbatore,436956.0
656,HIGHLNE,2018,4,,0,Petrol,,Volkswagen,Polo,,Rajkot,712412.0
38,W10,2015,7,,0,Diesel,,MAHINDRA,XUV5OO,,NEW DELHI,733685.0
169,G80 K4 Plus,2016,6,,0,Petrol,,Mahindra,KUV 100,,Bangalore,306984.0
532,LXi,2020,1,37634.0,1,Petrol,,Maruti,Swift,,Ghaziabad,510814.0
616,7 SEATER W/O AC,2019,10,,0,Petrol + CNG,,Maruti,Eeco,,Karawal Nagar,383587.0
415,1 2 MT Highline,2014,1,,0,Petrol,,VOLKSWAGEN,POLO,,Tiruvallur,500268.0
227,ZDi Plus,2019,5,60639.0,1,Diesel,,Maruti,Ertiga,,Mahabubnagar,908899.0
538,VXi AT,2019,6,41235.0,1,Petrol,,Maruti,Swift,,Udaipur,625400.0
409,1.5 V MT,2017,2,53400.0,1,Petrol,,Honda,City,,Bangalore,783021.0
495,1.2 Sportz,2016,11,93798.0,1,Petrol,,Hyundai,i20,,Rajsamand,595700.0
82,1.6 VTVT S,2016,7,68653.0,1,Petrol,,Hyundai,Creta,,Delhi,846585.0
35,SX,2021,12,23652.0,1,Petrol,,Hyundai,Verna,,Ludhiana,1120784.0
498,SX Diesel,2022,1,30426.0,1,Diesel,,Hyundai,Venue,,Arni,1138050.0
624,VXI AMT,2015,3,64173.0,1,Petrol,,Maruti,WAGON R,,Jaipur,360000.0
120,Revotron 1.2T XM,2016,6,52632.0,1,Petrol,,Tata,Zest,,Pune,500000.0
138,GD,2016,10,71173.0,1,Diesel,,Toyota,Etios Liva,,Puducherry,515500.0
237,Sportz,2014,2,68729.0,1,Diesel,,Hyundai,i20,,Shimoga,442900.0
630,i-DTEC VX,2014,4,99654.0,1,Diesel,,Honda,City,,Salem,724052.0
25,i-DTEC V,2015,1,48742.0,1,Diesel,,Honda,City,,Jaipur,643000.0
412,S11,2022,2,21819.0,1,Diesel,,Mahindra,Scorpio,,Panipat,1684300.0
687,1.2 TSI,2019,12,,0,Petrol,,Volkswagen,POLO GT,,Bangalore,1011945.0
361,Vxi,2022,3,15234.0,1,Petrol,,Maruti,Swift,,Faridabad,680500.0
544,1.5D TIT,2013,1,,0,Diesel,,Ford,EcoSport 2013-2015,,Chitradurga,588536.0
728,VX,2021,1,47261.0,1,Diesel,,Tata,Safari,,Andheri West,2051600.0
146,VXI 1.2,2019,5,26033.0,1,Petrol,,Maruti,Dzire,,Surat,639070.0
384,XZ BSIV,2019,11,69304.0,1,Diesel,,Tata,Harrier,,Ulundurpet,1664500.0
655,VXI,2019,10,,0,Petrol,,Maruti,SWIFT,,Rajkot,749875.0
525,1.5 TDI Highline Plus,2015,5,63782.69935655324,1,Diesel,,Volkswagen,Vento,,Nashik,487513.1241177903
256,Titanium,2016,6,,0,Diesel,,Ford,Ecosport,,Bangalore,837143.9380727547
677,VDI,2015,12,,0,Diesel,,Maruti,Swift Dzire,,Jaipur,622695.2971368327
724,1.0 RXT BSIV,2017,11,66008.36067486295,1,Petrol,,Renault,KWID,,Coimbatore,356101.73006458813
580,C CLASS 220 BLUEEFFICIENCY,2013,5,,0,Diesel,,MERCEDES,C CLASS 220 BLUEEFFICIENCY,,Tiruvannamalai,1493646.1710587314
554,Vxi,2021,6,10639.774655952075,1,Petrol,,Maruti,Swift,,Tumakuru,737126.8849295621
85,ZXi,2018,12,13969.576972972916,1,Petrol,,Maruti,Ertiga,,Mangalore,1017175.5111024317
557,1.2 Sportz,2019,1,18111.16810706326,1,Petrol,,Hyundai,Grand i10,,Delhi,480464.17407329974
36,Sportz IVT,2018,1,111295.08585292245,1,Petrol,,Hyundai,i20,,Aurangabad,561914.6655083329
322,1.2 CRDi Asta,2015,3,76498.62708851241,1,Petrol,,Hyundai,Grand i10,,Kancheepuram,437566.7530665391
301,1.5 Diesel Titanium,2017,11,45919.62459281345,1,Diesel,,Ford,EcoSport,,Ludhiana,614292.9036038659
203,Sigma,2022,5,27352.57644555897,1,Petrol + CNG,,Maruti,Baleno,,Faridabad,621124.8726792157
262,INNOVA CRYSTA 2.4 V8 SEATER,2016,11,,0,Diesel,,Toyota,INNOVA CRYSTA 2.4 V8 SEATER,,Hyderabad,1827559.8739701794
741,E MPI STD BSIV,2014,9,163300.47662690564,1,Petrol,,Maruti,Omni,,Tarikere,234936.4927578794
292,SX iMT,2023,2,46275.50035480403,1,Diesel,,Hyundai,Venue,,Nagpur,1192763.0710126827
608,1.5 Revotorq XMA,2019,5,116376.47223310526,1,Diesel,,Tata,Nexon,,Faridabad,606244.3008922838
719,1.5  MT,2016,7,23889.41671338334,1,Petrol,,Honda,City,,Kalyan,607125.7001486527
441,EX 2.5M,2012,9,,0,Diesel,,MAHINDRA,SCORPIO,,Kurnool,385734.3879312482
286,ALPHA PETROL,2019,6,,0,Petrol,,Maruti,Baleno,,Bangalore,804138.962115696
478,ETIOS,2017,7,,0,Diesel,,TOYOTA,ETIOS,,Kurnool,663156.2346987934
120,Revotron 1.2T XM,2015,6,57574.14284300911,1,Petrol,,Tata,Zest,,Pune,505535.3929816517
317,VXI CNG,2021,8,54837.37779393645,1,Petrol + CNG,,Maruti,Celerio,,Faridabad,550955.9902538467
301,1.5 Diesel Titanium,2016,10,48490.655129591934,1,Diesel,,Ford,EcoSport,,Ludhiana,632822.8288236811
694,2.5 VX (Diesel) 7 Seater,2013,12,,0,Diesel,,Toyota,Innova,,Bangalore,1115062.2961395686
603,RXZ,2021,6,17503.763065243387,1,Petrol,,Renault,Triber,,Pune,720288.9903503505
270,RXE,2022,7,2911.2810833671897,1,Petrol,,Renault,Kiger,,Delhi,622370.4472280224
576,LXi,2018,1,42303.574649956594,1,Petrol + CNG,,Maruti,WAGON R,,Faridabad,346174.8397834476
